20230512 com.sparta.mc.App INFO Employee Records Retrieved: 1000
20230512 com.sparta.mc.App WARNING Employee Records Contain Bad Record: Emp ID
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lomeli
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hart
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Krohn
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nugent
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Helmick
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Steed
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Virgil
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Groth
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lemmons
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Madden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Destefano
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Carter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Otto
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Meehan
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kenny
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mingo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cortes
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wheat
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Elliott
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gaitan
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cambell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Otoole
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Honeycutt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sessoms
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sarabia
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Blanchard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Beebe
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Warnke
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Simonson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Villareal
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Perrine
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hoekstra
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mccay
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ferrer
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mccusker
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cagle
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wilkinson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Borrego
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Guyette
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Labrecque
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Stahl
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dominquez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Aho
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Duren
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Loney
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Owensby
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcwhirter
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wozniak
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Woodley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hogue
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Arias
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rotz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jump
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Chapman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcknight
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Prior
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Velasquez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wayland
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hopper
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lovelace
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Deltoro
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dickman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Guyton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dennard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Crochet
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gentry
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Corbitt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Almonte
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Medlock
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Caton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Follett
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Watson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tisdale
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Crum
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wigley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Burrus
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Durand
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gilles
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bradford
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Prine
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Monroy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Buxton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Millen
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Donato
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Essex
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sargeant
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cain
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Burgos
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Quijano
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Danielson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Letourneau
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Roeder
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Thorson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cobb
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ellis
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ables
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Creamer
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Montes
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tomas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Whittington
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sparks
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Fujimoto
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pauley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mojica
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schwartz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Doud
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mccrary
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jones
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Siebert
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jaimes
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mata
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Peterkin
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Remy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Larock
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Chinn
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hartzell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bing
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gold
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Joshua
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wood
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bohannon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mccue
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Alva
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Waites
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Yang
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcdougald
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vanbuskirk
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Roark
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Casteel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sepulveda
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Thach
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Linares
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hershberger
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Contreras
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Doody
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Corbett
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Barone
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gillman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mestas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Breen
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cowans
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Waites
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Baty
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Klatt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rayfield
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Duenas
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Shipley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Walls
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Meade
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Tilton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lake
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dilley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Sledge
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Falkner
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ortiz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Dampier
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Liston
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wooley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Scalf
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bautista
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Moralez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Luis
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lemke
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lyon
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Watson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mcelroy
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Grenier
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Buchanan
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pickering
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mattingly
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cota
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Brake
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Meacham
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Cuff
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Villanueva
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Burford
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hicks
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Hines
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Thorne
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Stepp
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mitchel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Jaquez
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Polley
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Smythe
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Verret
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Weiler
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Baber
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Mingo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Huynh
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ragland
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lujan
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Russo
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Camara
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Broadnax
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wheat
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Remington
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Banda
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Harney
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bayer
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Rossman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Linden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Nowell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Gower
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Thelen
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Woodyard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Schmitz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Herrin
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ohara
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Armistead
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pinson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Findlay
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kurtz
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Alderman
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Haworth
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Noel
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Naumann
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Troxell
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Allard
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bustos
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Harden
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Abrego
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Wheaton
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Bennet
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Kornegay
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Ewald
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Raines
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Michaelson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Pires
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Lowder
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Orcutt
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Stringfellow
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Evenson
20230512 com.sparta.mc.App INFO Added Employee Record in Binary Tree for: Vansickle
